15.68,14.99,14.41,14.66,15.3,12.49,14.46,14.94,10.39,10.36,14.69,12.03,14.54,10.62,14.67,13.22
2.31,2.104,1.865,1.99,2.145,1.721,1.878,2.065,1.486,1.485,1.933,1.67,1.968,1.514,1.996,1.8
1,1.175,1.117,1.095,1.349,1.224,1.145,1.24,1.903,1.857,1.128,1.198,1.321,1.422,1.339,1.193
9.9,8.059,9.9,5.765,6.17,7.642,9.9,6.185,9.253,7.363,8.492,8.067,9.9,7.309,9.9,7.03
0.06219,0.05224,0.05762,0.04631,0.06758,0.05679,0.05536,0.05031,0.04471,0.04228,0.04475,0.03963,0.03821,0.04033,0.04991,0.03916
-0.4966,-0.2816,-0.51,-0.2916,-1.196,-0.5613,-0.6233,-0.3937,-0.5452,-0.391,-0.3559,-0.287,-0.3272,-0.3233,-0.572,-0.2986
14.61,8.251,12.6,7.486,13.16,9.424,13.86,8.722,11.91,8.914,10.79,8.554,11.28,7.685,12.79,8.715
